Comparações_AVL	Tamanho_AVL	Comparações_ABB	Tamanho_ABB
13	17045	24	17045
16	43515	21	43515
15	59933	23	59933
16	55808	19	55808
15	10244	15	10244
17	7803	21	7803
14	9774	18	9774
17	27411	15	27411
12	7464	26	7464
17	9185	24	9185
16	66079	22	66079
15	59143	25	59143
15	44859	15	44859
16	69198	29	69198
15	44586	28	44586
14	22375	22	22375
16	34101	19	34101
17	39065	25	39065
13	52597	31	52597
14	26643	21	26643
15	58060	21	58060
16	58905	17	58905
17	48906	29	48906
13	35208	27	35208
19	49771	21	49771
16	57364	24	57364
11	4842	8	4842
17	10757	13	10757
16	36677	16	36677
15	46306	27	46306
14	4154	15	4154
15	56544	22	56544
15	36239	26	36239
16	36313	12	36313
13	43139	24	43139
16	20393	26	20393
10	550	10	550
15	4208	15	4208
18	31623	26	31623
16	63350	23	63350
14	18529	24	18529
15	14287	22	14287
14	27199	22	27199
17	40903	21	40903
16	48388	18	48388
18	42616	15	42616
10	23499	27	23499
18	51382	18	51382
14	30675	20	30675
16	30288	14	30288
16	42234	25	42234
16	38525	16	38525
18	64003	23	64003
15	30679	27	30679
17	46085	23	46085
17	29786	14	29786
17	63574	15	63574
15	12323	19	12323
17	42451	24	42451
15	36713	20	36713
13	9067	16	9067
16	64889	27	64889
13	13614	24	13614
15	13274	24	13274
15	26511	22	26511
14	32945	20	32945
15	52976	26	52976
16	55696	22	55696
17	51473	25	51473
15	12895	17	12895
15	68727	26	68727
16	22001	27	22001
16	31862	25	31862
17	68577	16	68577
14	3383	13	3383
15	38888	16	38888
17	57331	16	57331
14	10022	17	10022
15	11121	18	11121
16	25855	24	25855
10	4024	19	4024
15	10900	22	10900
11	27839	21	27839
14	11054	25	11054
15	56985	21	56985
17	33977	20	33977
16	50980	29	50980
17	45659	19	45659
14	6427	22	6427
13	17692	20	17692
16	54726	23	54726
13	1315	21	1315
17	44351	23	44351
15	4177	16	4177
16	40601	19	40601
13	27326	17	27326
16	59873	20	59873
15	22073	23	22073
16	47292	16	47292
17	49119	20	49119
18	69292	20	69292
17	10980	14	10980
13	19375	21	19375
15	49026	16	49026
16	49867	22	49867
13	6705	20	6705
16	35399	20	35399
17	37339	19	37339
14	8911	18	8911
13	15774	29	15774
13	24591	14	24591
12	3180	19	3180
10	11575	11	11575
17	47077	24	47077
14	54159	23	54159
18	57233	23	57233
17	53503	20	53503
13	1850	14	1850
15	18310	13	18310
15	31169	20	31169
17	62661	33	62661
15	35346	12	35346
16	50106	15	50106
17	66338	17	66338
16	48530	23	48530
16	43629	22	43629
13	4336	15	4336
16	69328	12	69328
16	19273	21	19273
17	61667	22	61667
16	65054	20	65054
16	17885	24	17885
15	1758	14	1758
16	10049	19	10049
17	55223	23	55223
17	57020	25	57020
15	2174	14	2174
17	56165	29	56165
8	120	11	120
13	5353	24	5353
16	67739	20	67739
17	47197	18	47197
16	59511	26	59511
15	31324	23	31324
17	30699	26	30699
15	37712	21	37712
14	25985	24	25985
16	38220	18	38220
15	23569	20	23569
16	18645	15	18645
14	3565	15	3565
14	50026	16	50026
17	61335	14	61335
12	5134	17	5134
17	28555	14	28555
16	34963	12	34963
17	55821	19	55821
13	4234	24	4234
18	54235	21	54235
16	47487	22	47487
16	69287	18	69287
16	28885	23	28885
15	47396	12	47396
13	15285	19	15285
12	26945	20	26945
17	34415	19	34415
13	17458	13	17458
14	59462	24	59462
15	34535	19	34535
17	69163	19	69163
16	57200	20	57200
13	11731	22	11731
14	35025	19	35025
16	64875	34	64875
16	18781	18	18781
11	2737	15	2737
16	20860	16	20860
15	33352	27	33352
12	2657	14	2657
14	15856	21	15856
16	36916	19	36916
16	52683	14	52683
13	7190	25	7190
16	18401	23	18401
17	57589	21	57589
16	42153	27	42153
14	4221	21	4221
11	38175	21	38175
16	2739	15	2739
12	28059	18	28059
16	37461	23	37461
15	7975	18	7975
16	69781	22	69781
16	14857	17	14857
18	69611	25	69611
17	3078	12	3078
17	25623	22	25623
15	17069	25	17069
15	62539	26	62539
17	60157	20	60157
16	62583	18	62583
15	26090	24	26090
17	48239	24	48239
16	27607	14	27607
13	20965	18	20965
15	43372	22	43372
15	6695	22	6695
14	18176	19	18176
16	6723	17	6723
16	9352	22	9352
15	10383	16	10383
15	19991	10	19991
16	38386	25	38386
16	17573	19	17573
16	38391	17	38391
15	2326	12	2326
14	36077	20	36077
14	42612	25	42612
12	40500	27	40500
18	38815	24	38815
12	670	7	670
16	7961	16	7961
16	23142	25	23142
14	46803	11	46803
18	69169	19	69169
16	22752	20	22752
18	49880	16	49880
15	24791	27	24791
14	16172	24	16172
15	42418	17	42418
16	61300	24	61300
12	8754	14	8754
17	39538	20	39538
16	12713	15	12713
15	42175	25	42175
17	59261	16	59261
16	19407	17	19407
17	60350	29	60350
14	42336	23	42336
15	28758	28	28758
9	733	16	733
17	62326	23	62326
16	43495	21	43495
16	64657	20	64657
13	30716	17	30716
16	45821	23	45821
14	30733	14	30733
16	49679	20	49679
15	16320	15	16320
18	45899	12	45899
16	26701	22	26701
17	69040	21	69040
11	3503	18	3503
16	69800	16	69800
15	68144	28	68144
17	53382	12	53382
13	14315	21	14315
14	2151	16	2151
18	62242	19	62242
16	69421	20	69421
18	47009	23	47009
12	8131	24	8131
14	12133	21	12133
14	19184	11	19184
14	67392	16	67392
14	31539	27	31539
16	55885	31	55885
16	39727	15	39727
17	36649	15	36649
16	32969	21	32969
15	10143	19	10143
15	27625	20	27625
18	39119	17	39119
17	55963	25	55963
15	34709	23	34709
15	18798	27	18798
14	2283	14	2283
12	10608	14	10608
16	45498	23	45498
11	2914	21	2914
16	55999	27	55999
16	25352	12	25352
16	49066	23	49066
18	54142	26	54142
15	8733	19	8733
12	3656	14	3656
17	68457	14	68457
16	57235	18	57235
16	42249	21	42249
16	67877	23	67877
17	34243	28	34243
17	50379	21	50379
15	56361	21	56361
15	29778	22	29778
15	47770	19	47770
18	17899	26	17899
16	63848	21	63848
13	30899	23	30899
16	24983	13	24983
14	2251	16	2251
16	41042	20	41042
16	52608	14	52608
15	41370	17	41370
18	27004	23	27004
16	63668	23	63668
16	36519	15	36519
12	5638	19	5638
13	4275	17	4275
16	8552	16	8552
17	60274	24	60274
15	37367	19	37367
17	57617	23	57617
17	44415	30	44415
15	22451	21	22451
17	37624	22	37624
16	19223	17	19223
13	9685	20	9685
15	9872	18	9872
18	63451	25	63451
13	20279	25	20279
19	36602	19	36602
18	49811	19	49811
15	26409	19	26409
17	14372	21	14372
16	44062	27	44062
16	18423	23	18423
15	54571	21	54571
13	4960	18	4960
15	43405	26	43405
15	56822	26	56822
16	46001	19	46001
10	2364	14	2364
13	28191	17	28191
16	49357	26	49357
17	66032	23	66032
15	64709	29	64709
17	54994	28	54994
16	46658	20	46658
17	53076	17	53076
15	36931	21	36931
18	66794	20	66794
15	3865	18	3865
17	57698	23	57698
15	65596	17	65596
15	17840	11	17840
13	6920	21	6920
16	51632	21	51632
16	4063	16	4063
12	371	14	371
15	48262	21	48262
16	40665	19	40665
14	50181	28	50181
15	4670	22	4670
16	31388	14	31388
16	24242	20	24242
17	69444	18	69444
13	15958	19	15958
16	5554	18	5554
15	42849	17	42849
12	2779	14	2779
16	51554	22	51554
17	21564	21	21564
13	7321	15	7321
15	30910	17	30910
18	63947	23	63947
16	48381	19	48381
16	62256	24	62256
12	40605	15	40605
14	7808	19	7808
14	32152	17	32152
17	53887	18	53887
17	50953	23	50953
13	12369	25	12369
15	41584	20	41584
16	46548	23	46548
15	30208	17	30208
18	48504	20	48504
16	4531	19	4531
14	34271	23	34271
15	25226	22	25226
17	52793	16	52793
16	51287	27	51287
15	5406	11	5406
16	33814	16	33814
16	12674	28	12674
13	6000	18	6000
16	33258	26	33258
16	28631	12	28631
16	52458	19	52458
15	7762	20	7762
16	39458	21	39458
16	4021	19	4021
18	15082	16	15082
15	46720	22	46720
17	39815	19	39815
13	15327	14	15327
12	14924	21	14924
15	47622	14	47622
14	23830	23	23830
20	68810	19	68810
14	4927	18	4927
14	36198	25	36198
16	40394	20	40394
17	51474	26	51474
17	66406	19	66406
16	65249	20	65249
17	32357	21	32357
15	7028	20	7028
17	20474	20	20474
12	15149	20	15149
16	58314	23	58314
16	2231	13	2231
14	25314	12	25314
16	47339	21	47339
16	54582	28	54582
16	58571	20	58571
12	5969	18	5969
17	42486	22	42486
15	41028	16	41028
16	60082	29	60082
16	58296	31	58296
14	21401	23	21401
16	51516	20	51516
15	35015	21	35015
17	65720	33	65720
13	21330	22	21330
17	50341	19	50341
16	10643	15	10643
17	45303	19	45303
14	4170	16	4170
17	55804	20	55804
16	50229	28	50229
16	16720	24	16720
17	2549	17	2549
14	8055	20	8055
16	59477	20	59477
18	67797	24	67797
14	40411	14	40411
16	66504	27	66504
17	64622	14	64622
15	31911	19	31911
16	66853	21	66853
16	57224	20	57224
16	8507	22	8507
14	51434	15	51434
16	60827	17	60827
5	272	12	272
18	63174	21	63174
17	50909	16	50909
17	58567	22	58567
15	14574	20	14574
15	8776	21	8776
18	23581	22	23581
15	10293	24	10293
11	6457	9	6457
16	50273	27	50273
18	67287	26	67287
17	28111	26	28111
18	30794	18	30794
18	53091	29	53091
13	8340	16	8340
13	23865	17	23865
17	55639	22	55639
16	62746	28	62746
16	13341	22	13341
14	29788	15	29788
16	9508	18	9508
17	9844	13	9844
16	24409	17	24409
17	41418	20	41418
14	17364	18	17364
15	21261	22	21261
16	4993	16	4993
16	25870	14	25870
17	49047	20	49047
12	3491	12	3491
16	49318	14	49318
17	66665	19	66665
17	43957	28	43957
16	37884	18	37884
14	57590	17	57590
17	29084	19	29084
15	37816	22	37816
14	44235	22	44235
16	35540	20	35540
18	64440	17	64440
15	41521	23	41521
17	63650	26	63650
15	1585	21	1585
14	963	8	963
15	48341	20	48341
17	25450	25	25450
18	56602	24	56602
17	17438	11	17438
16	62741	20	62741
17	24986	15	24986
12	17149	23	17149
16	44714	22	44714
17	42349	21	42349
15	38410	17	38410
14	26059	22	26059
16	44571	19	44571
16	17456	26	17456
17	29549	21	29549
17	43125	20	43125
11	2565	13	2565
15	11008	13	11008
17	60155	26	60155
12	17010	27	17010
16	25175	21	25175
11	10741	21	10741
15	52549	21	52549
15	19614	16	19614
14	28613	18	28613
15	22550	24	22550
14	29576	24	29576
15	47243	22	47243
15	22999	21	22999
17	64680	24	64680
16	61789	27	61789
17	55269	23	55269
14	21625	32	21625
17	63126	20	63126
12	2417	9	2417
17	42690	19	42690
14	11826	24	11826
13	17178	28	17178
16	68748	20	68748
15	56396	19	56396
16	10985	16	10985
15	28297	19	28297
16	24014	23	24014
17	54109	21	54109
15	30861	24	30861
17	35588	22	35588
17	65116	23	65116
17	67367	17	67367
14	20290	11	20290
11	8107	19	8107
15	11497	24	11497
15	16255	18	16255
16	36720	20	36720
17	34047	15	34047
16	37453	24	37453
15	57641	24	57641
17	36803	27	36803
17	35175	17	35175
15	52320	23	52320
14	28591	18	28591
17	66795	26	66795
15	50296	23	50296
15	68068	25	68068
17	69211	18	69211
17	22986	18	22986
14	9894	19	9894
12	16389	12	16389
16	21733	19	21733
15	66289	19	66289
12	3725	18	3725
17	26381	18	26381
14	20303	23	20303
16	57834	23	57834
16	33594	23	33594
16	32242	21	32242
15	29301	19	29301
17	30960	14	30960
17	61191	24	61191
17	25943	31	25943
15	15419	20	15419
15	2687	16	2687
17	42197	24	42197
14	28490	22	28490
16	13085	15	13085
17	56001	14	56001
12	1136	15	1136
9	725	13	725
15	22804	24	22804
16	29397	21	29397
14	27746	21	27746
17	9456	18	9456
14	9692	18	9692
14	25814	22	25814
14	32677	17	32677
14	12059	21	12059
16	47758	17	47758
16	30762	29	30762
16	8347	19	8347
17	51483	20	51483
16	57142	24	57142
15	5001	15	5001
17	39316	24	39316
15	20735	23	20735
14	37243	22	37243
15	28047	16	28047
16	28433	16	28433
16	24558	22	24558
16	43465	23	43465
16	7471	19	7471
14	43107	19	43107
14	1954	15	1954
16	20556	14	20556
14	29107	17	29107
15	49441	17	49441
16	67632	21	67632
17	51910	27	51910
18	62102	28	62102
16	27028	16	27028
16	56008	22	56008
15	1557	11	1557
12	11821	24	11821
16	56574	25	56574
16	45748	25	45748
9	231	14	231
17	6509	15	6509
15	8577	18	8577
17	15814	18	15814
17	63651	26	63651
14	13578	29	13578
15	31481	20	31481
15	60737	24	60737
16	27172	20	27172
17	30096	21	30096
13	18783	20	18783
17	55604	25	55604
18	31006	22	31006
15	38599	22	38599
15	39426	22	39426
15	4112	21	4112
14	16904	18	16904
16	59981	24	59981
14	9570	24	9570
17	66344	25	66344
14	33965	21	33965
18	61480	23	61480
17	58445	26	58445
17	37344	24	37344
15	23839	22	23839
15	12011	20	12011
15	22927	18	22927
15	26163	25	26163
16	12241	22	12241
15	33610	9	33610
16	32671	18	32671
13	20817	23	20817
14	25775	25	25775
13	10746	16	10746
16	57255	20	57255
15	39762	11	39762
14	14269	19	14269
17	63702	21	63702
18	58544	30	58544
17	46224	30	46224
12	24707	21	24707
13	3495	19	3495
17	15650	19	15650
14	5170	18	5170
16	20398	22	20398
14	51982	18	51982
14	14740	20	14740
17	16742	28	16742
16	15946	15	15946
16	52571	23	52571
17	51538	20	51538
14	53290	17	53290
12	6409	15	6409
16	17891	21	17891
15	33704	16	33704
15	18419	16	18419
15	40817	15	40817
12	36218	25	36218
17	30659	20	30659
17	50778	14	50778
15	68889	18	68889
15	27827	15	27827
18	6552	19	6552
17	47913	23	47913
15	14925	18	14925
14	63806	26	63806
17	64026	16	64026
16	33859	19	33859
17	28922	16	28922
17	51769	20	51769
16	58566	15	58566
15	32416	19	32416
17	43770	24	43770
17	52813	19	52813
13	25751	24	25751
15	31178	17	31178
17	45906	17	45906
16	18049	13	18049
14	13748	16	13748
13	27444	26	27444
15	47690	18	47690
16	66508	24	66508
18	45334	25	45334
17	61278	24	61278
15	23963	14	23963
18	68288	24	68288
17	43279	22	43279
18	69203	25	69203
13	2467	17	2467
15	23467	20	23467
15	17391	22	17391
16	19987	21	19987
18	17493	22	17493
17	46414	24	46414
17	51055	22	51055
14	18762	21	18762
12	8829	18	8829
15	1176	12	1176
16	35201	19	35201
14	37993	19	37993
14	26927	25	26927
17	66378	25	66378
15	21327	16	21327
16	56478	16	56478
17	41342	23	41342
15	69016	19	69016
15	29337	18	29337
15	63027	30	63027
16	33112	19	33112
15	20615	14	20615
15	55528	20	55528
15	57074	22	57074
16	18902	23	18902
11	5158	13	5158
16	32628	19	32628
16	21368	17	21368
16	31339	22	31339
17	56095	23	56095
14	15110	15	15110
18	51325	21	51325
10	3587	17	3587
15	14397	19	14397
15	11521	22	11521
16	50000	23	50000
16	41803	18	41803
14	6635	21	6635
15	35180	24	35180
16	19331	14	19331
13	18187	24	18187
19	46257	26	46257
12	14564	15	14564
16	63422	22	63422
14	47393	24	47393
14	11115	22	11115
16	19302	26	19302
15	6730	17	6730
13	4141	16	4141
17	52413	18	52413
13	3696	19	3696
14	36020	18	36020
17	22597	16	22597
15	41177	25	41177
16	48466	22	48466
16	20317	21	20317
13	2515	16	2515
17	34560	26	34560
14	11778	18	11778
15	30191	23	30191
13	14498	18	14498
15	2526	17	2526
16	24698	14	24698
14	6028	16	6028
16	40011	15	40011
16	42884	29	42884
13	9200	21	9200
16	62619	25	62619
16	33799	22	33799
16	48973	21	48973
14	36553	19	36553
17	57544	19	57544
15	60088	24	60088
16	32206	26	32206
18	64273	21	64273
16	64228	22	64228
17	14618	30	14618
17	30248	18	30248
15	6808	27	6808
15	66916	25	66916
16	47776	22	47776
16	55274	18	55274
18	63584	27	63584
18	50291	29	50291
16	66185	20	66185
15	51714	17	51714
15	10481	14	10481
15	10683	21	10683
18	54239	16	54239
15	28544	21	28544
12	5179	15	5179
18	51271	19	51271
16	29593	17	29593
16	57559	14	57559
14	21281	23	21281
15	48828	25	48828
18	66758	23	66758
15	58979	21	58979
16	22082	21	22082
17	46522	18	46522
15	12169	22	12169
18	17146	17	17146
16	52749	28	52749
15	26330	26	26330
16	61465	20	61465
17	12996	20	12996
16	33137	24	33137
16	58380	27	58380
16	37123	17	37123
16	64762	18	64762
16	28316	22	28316
14	17413	15	17413
16	60947	33	60947
17	10029	14	10029
18	4246	15	4246
14	1629	17	1629
15	40619	15	40619
16	9141	22	9141
15	53159	13	53159
14	21890	19	21890
15	15086	16	15086
16	40717	22	40717
16	43170	22	43170
16	63913	23	63913
14	13826	20	13826
16	33421	15	33421
14	29243	16	29243
17	35908	22	35908
15	36575	19	36575
10	5764	19	5764
15	48076	30	48076
13	1935	15	1935
13	22909	19	22909
17	30824	21	30824
15	28264	16	28264
12	14373	16	14373
18	20171	18	20171
16	37752	21	37752
17	49105	23	49105
15	32514	28	32514
12	7420	17	7420
15	51058	21	51058
16	23460	29	23460
16	63800	29	63800
15	55303	26	55303
16	25088	17	25088
13	10770	17	10770
17	54598	22	54598
15	32659	19	32659
17	55881	16	55881
15	25315	18	25315
16	52181	21	52181
13	26145	21	26145
15	39140	25	39140
18	61953	21	61953
15	55388	17	55388
16	51399	23	51399
15	4879	12	4879
17	61151	22	61151
16	6813	26	6813
15	14060	20	14060
16	36650	25	36650
13	11428	20	11428
15	4784	19	4784
13	33173	23	33173
16	25532	23	25532
17	53888	18	53888
14	20466	14	20466
14	58045	22	58045
17	37659	25	37659
15	47875	27	47875
17	11504	20	11504
16	7810	24	7810
14	33178	23	33178
12	12943	22	12943
16	18580	10	18580
10	3973	16	3973
17	67540	15	67540
16	27590	28	27590
16	69206	21	69206
17	9770	18	9770
18	14698	19	14698
11	1384	15	1384
16	66096	26	66096
15	52953	19	52953
16	38887	25	38887
12	1922	17	1922
16	36117	24	36117
14	29298	19	29298
17	38572	17	38572
16	23897	18	23897
17	34081	22	34081
15	48096	22	48096
17	49428	20	49428
16	68561	22	68561
17	37472	23	37472
14	31979	29	31979
18	46435	22	46435
15	25327	18	25327
17	39789	26	39789
17	55964	25	55964
14	38269	24	38269
17	58368	23	58368
14	36288	19	36288
16	12160	20	12160
16	62309	25	62309
14	2492	9	2492
16	11366	16	11366
11	2079	17	2079
17	64841	19	64841
12	2415	21	2415
15	42576	17	42576
16	68510	21	68510
14	11462	24	11462
13	432	11	432
18	21925	24	21925
15	15355	24	15355
14	4840	11	4840
18	63450	23	63450
13	1600	16	1600
17	69160	22	69160
18	38362	21	38362
16	39071	25	39071
16	31138	23	31138
16	61148	18	61148
15	40749	20	40749
16	47278	22	47278
17	23464	16	23464
13	9017	22	9017
16	59751	23	59751
17	67528	24	67528
15	27954	20	27954
17	55245	23	55245
9	6384	19	6384
15	33435	21	33435
15	57659	24	57659
15	9239	25	9239
14	6010	19	6010
15	32521	20	32521
17	65047	23	65047
18	17472	22	17472
14	9304	16	9304
16	16971	20	16971
15	34582	14	34582
14	24658	21	24658
18	39143	26	39143
14	15773	18	15773
17	64459	18	64459
16	40742	20	40742
14	14932	12	14932
15	9172	18	9172
17	56164	28	56164
16	22422	16	22422
15	46671	21	46671
13	26912	21	26912
17	69699	22	69699
15	134	5	134
14	12280	21	12280
16	11696	22	11696
17	36237	19	36237
13	9807	15	9807
13	16001	20	16001
17	4831	13	4831
17	41404	29	41404
18	68736	29	68736
16	38265	24	38265
16	29062	18	29062
15	7974	17	7974
16	44274	18	44274
13	3020	15	3020
16	38097	16	38097
14	885	12	885
17	66342	19	66342
11	2679	15	2679
11	1894	15	1894
14	11836	15	11836
17	64803	21	64803
13	42704	15	42704
17	52577	19	52577
17	56087	19	56087
16	28227	16	28227
17	15092	21	15092
11	8508	22	8508
12	4898	19	4898
16	42003	17	42003
17	54558	28	54558
15	51383	19	51383
16	54282	23	54282
16	66253	17	66253
16	40441	17	40441
17	58605	27	58605
15	22449	26	22449
18	11844	16	11844
17	57340	16	57340
14	37065	19	37065
18	17257	21	17257
14	41666	20	41666
16	11339	22	11339
18	8839	21	8839
17	21037	17	21037
15	25787	18	25787
18	56075	23	56075
17	63731	30	63731
11	4817	15	4817
16	34321	19	34321
11	5566	17	5566
17	69620	14	69620
13	7024	14	7024
16	58143	27	58143
16	55706	23	55706
15	35251	27	35251
16	49586	26	49586
17	40565	22	40565
16	16500	21	16500
12	21589	20	21589
16	25122	17	25122
17	67882	18	67882
17	52222	17	52222
16	67727	20	67727
13	15501	23	15501
16	69014	23	69014
15	14301	13	14301
15	57209	22	57209
19	66375	23	66375
16	27718	19	27718
11	4466	15	4466
16	38040	25	38040
14	15408	23	15408
15	59656	18	59656
16	35428	13	35428
14	29158	20	29158
16	22363	12	22363
17	56402	20	56402
15	34724	16	34724
16	21982	25	21982
15	63426	23	63426
16	69218	23	69218
16	54039	26	54039
10	5028	20	5028
16	48803	26	48803
11	955	12	955
14	21527	22	21527
15	46743	11	46743
15	26076	20	26076
16	19408	20	19408
15	5317	16	5317
8	154	8	154
12	11260	18	11260
17	4330	18	4330
15	32837	20	32837
15	1913	13	1913
17	61539	24	61539
13	29211	24	29211
16	29630	15	29630
14	42356	17	42356
16	43602	23	43602
13	21389	20	21389
13	8363	14	8363
16	55381	20	55381
16	62582	17	62582
17	30444	22	30444
12	14539	24	14539
17	14944	23	14944
11	13277	18	13277
17	56623	25	56623
16	1183	16	1183
17	43667	18	43667
16	61650	23	61650
17	44621	26	44621
17	59528	28	59528
16	49432	23	49432
16	47049	23	47049
16	55287	19	55287
17	54748	19	54748
15	23554	16	23554
18	42899	23	42899
16	59077	22	59077
17	32742	19	32742
16	44811	24	44811
17	26967	12	26967
16	38304	15	38304
15	50792	24	50792
14	45674	17	45674
15	11905	15	11905
15	2180	15	2180
16	54036	22	54036
17	43638	24	43638
13	14480	22	14480
15	34528	19	34528
15	31325	24	31325
18	60141	25	60141
16	22037	19	22037
15	64299	27	64299
19	37675	17	37675
16	65704	25	65704
15	32300	21	32300
15	16676	25	16676
15	21827	23	21827
16	19794	19	19794
16	40076	23	40076
15	7113	17	7113
16	50893	22	50893
16	39982	26	39982
17	26363	24	26363
16	39970	20	39970
11	2723	16	2723
16	47525	24	47525
15	43288	21	43288
16	41027	24	41027
14	29283	20	29283
12	6847	19	6847
17	49349	23	49349
12	2920	13	2920
14	24312	11	24312
16	63828	24	63828
15	37447	17	37447
16	56720	21	56720
14	1504	12	1504
17	3939	21	3939
18	65802	21	65802
17	17965	19	17965
15	27163	24	27163
16	28101	15	28101
16	58328	25	58328
15	43839	21	43839
16	26279	18	26279
17	54473	20	54473
17	60266	23	60266
15	9744	22	9744
16	35366	24	35366
17	30247	17	30247
15	36106	19	36106
16	51687	17	51687
14	9322	25	9322
17	13631	19	13631
14	1326	14	1326
15	50348	20	50348
14	18298	18	18298
15	20287	22	20287
15	9630	18	9630
12	1497	10	1497
17	69636	24	69636
17	58902	16	58902
17	25808	15	25808
14	26348	27	26348
16	58879	25	58879
14	41319	17	41319
15	6639	11	6639
16	43986	24	43986
17	13472	19	13472
13	24603	19	24603
15	1149	17	1149
